Ticket	Symbol	Direction	Module	Lots	EntryPrice	ExitPrice	SL	TP	Profit	Pips	Won	AI_Conf	AI_Signal	RV	ADX	ADR%	Hist	OpenTime	CloseTime	
38040906	NZDUSD+	SELL	STD	0.01	0.56429	0.56529	0.56529	0.56234	-0.91	-10.0	false	0		0.00	0.0	0.0		2026.06.25 15:36	2026.06.25 17:04	PRP_STD_2026.06.25 15:36[sl]
38033415	AUDCAD+	BUY	STD	0.01	0.98199	0.98186	0.98186	0.98405	-0.12	-1.3	false	0		0.00	0.0	0.0		2026.06.25 12:00	2026.06.25 16:32	PRP_STD_2026.06.25 12:00[sl]
38042044	USDCAD+	BUY	STD	0.01	1.42328	1.42228	1.42228	1.42544	-0.65	-10.0	false	0		0.00	0.0	0.0		2026.06.25 16:00	2026.06.25 16:24	PRP_STD_2026.06.25 16:00[sl]
38073274	GBPJPY+	BUY	STD	0.01	213.634	213.713	213.636	213.851	0.39	7.9	true	0		0.00	0.0	0.0		2026.06.26 13:30	2026.06.26 15:17	PRP_STD_2026.06.26 13:30
38110232	GBPJPY+	BUY	STD	0.01	213.732	213.970	213.782	213.970	1.25	23.8	true	0		5.99	26.5	38.0	GREEN_LIGHT	2026.06.29 09:00	2026.06.29 09:53	PRP_STD_2026.06.29 09:00[tp]
38112267	GBPUSD+	BUY	STD	0.01	1.32220	1.32174	1.32174	1.32381	-0.44	-4.6	false	0		0.00	0.0	0.0		2026.06.29 10:45	2026.06.29 10:54	PRP_STD_2026.06.29 10:45[sl]
38114303	GBPUSD+	BUY	STD	0.01	1.32133	1.32189	1.32117	1.32270	0.45	5.6	true	0		5.91	27.3	45.9	GREEN_LIGHT	2026.06.29 12:15	2026.06.29 13:50	PRP_STD_2026.06.29 12:15
38146851	GBPJPY+	BUY	STD	0.01	214.785	214.767	214.767	215.004	-0.14	-1.8	false	0		10.51	20.1	47.8	GREEN_LIGHT	2026.06.30 12:30	2026.06.30 14:13	PRP_STD_2026.06.30 12:30[sl]
38180022	EURJPY+	SELL	STD	0.01	185.404	185.293	185.459	185.194	0.56	11.1	true	0		0.00	0.0	0.0		2026.07.01 11:45	2026.07.01 12:45	PRP_STD_2026.07.01 11:45
38181514	CHFJPY+	SELL	STD	0.01	200.825	200.932	200.932	200.571	-0.62	-10.7	false	0		0.00	0.0	0.0		2026.07.01 12:45	2026.07.01 13:50	PRP_STD_2026.07.01 12:45[sl]
38217150	GBPNZD+	BUY	STD	0.01	2.34227	2.34261	2.34015	2.34525	0.13	3.4	true	0		15.90	17.1	36.7	GREEN_LIGHT	2026.07.02 09:15	2026.07.02 09:32	PRP_STD_2026.07.02 09:15
38216716	EURJPY+	SELL	STD	0.01	184.831	184.657	184.781	184.608	0.90	17.4	true	0		-12.11	24.3	29.9	RED_LIGHT	2026.07.02 09:00	2026.07.02 09:47	PRP_STD_2026.07.02 09:00
38217736	GBPNZD+	BUY	STD	0.01	2.34281	2.34248	2.34015	2.34587	-0.20	-3.3	false	0		0.00	0.0	0.0		2026.07.02 09:45	2026.07.02 09:47	PRP_STD_2026.07.02 09:45
